Image_ID,note_id,image_path,passed,image_type,reject_reason,confidence,width,height,aspect_ratio,duplicate_of
GRP-XHS-69eec6370000000035020ff4-05,69eec6370000000035020ff4,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69eec6370000000035020ff4\image_05.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-69eec6370000000035020ff4-06,69eec6370000000035020ff4,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69eec6370000000035020ff4\image_06.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-69eec6370000000035020ff4-07,69eec6370000000035020ff4,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69eec6370000000035020ff4\image_07.jpg,True,candidate_outfit,,1.0,640,853,0.7503,
GRP-XHS-69b4ec21000000002200ed5b-01,69b4ec21000000002200ed5b,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69b4ec21000000002200ed5b\image_01.jpg,False,duplicate,near_duplicate_image,0.0,640,853,0.7503,GRP-XHS-69b4ec21000000002200ed5b-01
GRP-XHS-69b4ec21000000002200ed5b-02,69b4ec21000000002200ed5b,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69b4ec21000000002200ed5b\image_02.jpg,False,duplicate,near_duplicate_image,0.0,640,853,0.7503,GRP-XHS-69b4ec21000000002200ed5b-02
GRP-XHS-69b4ec21000000002200ed5b-03,69b4ec21000000002200ed5b,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69b4ec21000000002200ed5b\image_03.jpg,False,duplicate,near_duplicate_image,0.0,640,853,0.7503,GRP-XHS-69b4ec21000000002200ed5b-03
GRP-XHS-69b4ec21000000002200ed5b-04,69b4ec21000000002200ed5b,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69b4ec21000000002200ed5b\image_04.jpg,False,duplicate,near_duplicate_image,0.0,640,853,0.7503,GRP-XHS-69b4ec21000000002200ed5b-04
GRP-XHS-69b4ec21000000002200ed5b-05,69b4ec21000000002200ed5b,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69b4ec21000000002200ed5b\image_05.jpg,False,duplicate,near_duplicate_image,0.0,640,853,0.7503,GRP-XHS-69b4ec21000000002200ed5b-05
GRP-XHS-69b4ec21000000002200ed5b-06,69b4ec21000000002200ed5b,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69b4ec21000000002200ed5b\image_06.jpg,False,duplicate,near_duplicate_image,0.0,640,853,0.7503,GRP-XHS-69b4ec21000000002200ed5b-06
GRP-XHS-69b4ec21000000002200ed5b-07,69b4ec21000000002200ed5b,E:\code\Project\Dataset\xiaohongshu_images\xiaohongshu_images\Gorpcore\69b4ec21000000002200ed5b\image_07.jpg,False,duplicate,near_duplicate_image,0.0,640,853,0.7503,GRP-XHS-69b4ec21000000002200ed5b-07
